metric_name,value,unit,year,category,source
Reduction in solid waste to landfill at North Kansas City plant,75,%,2024.0,Environmental,Ingredion 2024 Sustainability Report.pdf - page 34
Plastic packaging material usage,13500,MT,,Environmental,Ingredion 2024 Sustainability Report.pdf - page 35
"COD reduction (Cali, Colombia plant)",42,%,,Environmental,Ingredion 2024 Sustainability Report.pdf - page 35
Plastic waste reduction projects completed,32,projects,2024.0,Environmental,Ingredion 2024 Sustainability Report.pdf - page 35
Plastic reduction from eliminating plastic water bottles (corporate headquarters),150,kg,2024.0,Environmental,Ingredion 2024 Sustainability Report.pdf - page 35
COD intensity increase vs 2019 baseline,1,%,2024.0,Environmental,Ingredion 2024 Sustainability Report.pdf - page 35
Tier 1 priority crops' supply chain validated as having no deforestation,85,%,2024.0,Environmental,Ingredion 2024 Sustainability Report.pdf - page 38
Tier 1 crops sustainably sourced,85,%,2024.0,Environmental,Ingredion 2024 Sustainability Report.pdf - page 40
Waxy corn sustainably sourced,85.75,%,2024.0,Environmental,Ingredion 2024 Sustainability Report.pdf - page 40
Stevia leaf supply certified FSA Silver,100,%,2024.0,Environmental,Ingredion 2024 Sustainability Report.pdf - page 40
Number of smallholder farmers in supply base (Thailand),7000,farmers,,Social,Ingredion 2024 Sustainability Report.pdf - page 41
Sustainable volumes in Thailand,79,%,2023.0,Environmental,Ingredion 2024 Sustainability Report.pdf - page 41
Sustainable volumes in Thailand,90,%,2024.0,Environmental,Ingredion 2024 Sustainability Report.pdf - page 41
Total sourcing with FSA Gold status (Thailand),34,%,2024.0,Environmental,Ingredion 2024 Sustainability Report.pdf - page 41
Sustainable sourcing (Canada),18,%,2023.0,Environmental,Ingredion 2024 Sustainability Report.pdf - page 41
Sustainable sourcing (Canada),30,%,2024.0,Environmental,Ingredion 2024 Sustainability Report.pdf - page 41
Sustainable sourcing at FSA Gold level (Colombia/US),97,%,2024.0,Environmental,Ingredion 2024 Sustainability Report.pdf - page 41
Sustainable sourcing of Tier 1 priority crops target,100,%,2025.0,Environmental,Ingredion 2024 Sustainability Report.pdf - page 41
Planned acres for regenerative practices,82000,acres,2024.0,Environmental,Ingredion 2024 Sustainability Report.pdf - page 42
Acres with implemented regenerative practices,74000,acres,2024.0,Environmental,Ingredion 2024 Sustainability Report.pdf - page 42
Blue water usage reduction in cheese cracker snack formulation,6,%,,Environmental,Ingredion 2024 Sustainability Report.pdf - page 44
Carbon footprint reduction in cheese cracker snack formulation,47,%,,Environmental,Ingredion 2024 Sustainability Report.pdf - page 44
Consumer preference increase for cheese cracker snack formulation,5,%,,Social,Ingredion 2024 Sustainability Report.pdf - page 44
"Egg replacement potential in products (e.g., muffins)",50,%,,Environmental,Ingredion 2024 Sustainability Report.pdf - page 45
Egg reduction potential in dry pasta applications,100,%,,Environmental,Ingredion 2024 Sustainability Report.pdf - page 45
Upcycled Food Association certified products (Kerr Concentrates team),50,products,,Environmental,Ingredion 2024 Sustainability Report.pdf - page 45
Geographies with small holder farmer engagement for Tier 1 priority crops,100,%,,Social,Ingredion 2024 Sustainability Report.pdf - page 45
People facing hunger,733,million people,2024.0,Social,Ingredion 2024 Sustainability Report.pdf - page 48
Individuals facing food insecurity,2.33,billion individuals,2024.0,Social,Ingredion 2024 Sustainability Report.pdf - page 48
World population facing food insecurity,29,%,2024.0,Social,Ingredion 2024 Sustainability Report.pdf - page 48
Annual growth in food collected,110,%,2024.0,Social,Ingredion 2024 Sustainability Report.pdf - page 48
Food collected,11856,kilograms,2024.0,Social,Ingredion 2024 Sustainability Report.pdf - page 48
Local NGOs partnered with for food distribution,9,NGOs,2024.0,Social,Ingredion 2024 Sustainability Report.pdf - page 48
Number of employees participating in Grow-A-Row,85,employees,2024.0,Social,Ingredion 2024 Sustainability Report.pdf - page 49
Potatoes harvested,2000,pounds,2024.0,Social,Ingredion 2024 Sustainability Report.pdf - page 49
Servings provided from potatoes,28000,servings,2024.0,Social,Ingredion 2024 Sustainability Report.pdf - page 49
Corn harvested,57000,pounds,2024.0,Social,Ingredion 2024 Sustainability Report.pdf - page 49
Servings provided to food insecure people from corn,228000,servings,2024.0,Social,Ingredion 2024 Sustainability Report.pdf - page 49
Number of interactive workstations for STEM engagement,7,workstations,,Social,Ingredion 2024 Sustainability Report.pdf - page 50
EcoVadis Score (Ingredion overall),55,score,2024.0,Governance,Ingredion 2024 Sustainability Report.pdf - page 52
"EcoVadis Medal (Mogi Guaçu, Brazil facility)",Silver,medal,2024.0,Governance,Ingredion 2024 Sustainability Report.pdf - page 52
"EcoVadis Score (Mogi Guaçu, Brazil facility)",70,score,2024.0,Governance,Ingredion 2024 Sustainability Report.pdf - page 52
"EcoVadis Score (San Juan del Rio, Mexico plant)",61,score,2024.0,Governance,Ingredion 2024 Sustainability Report.pdf - page 52
Number of main entities governing sustainability,3,entities,2024.0,Governance,Ingredion 2024 Sustainability Report.pdf - page 53
Code of Conduct languages,12,languages,2024.0,Governance,Ingredion 2024 Sustainability Report.pdf - page 56
Training completion rate,98,%,,Governance,Ingredion 2024 Sustainability Report.pdf - page 57
World's Most Ethical Companies Recognition,11,times,2025.0,Governance,Ingredion 2024 Sustainability Report.pdf - page 58
Business Ethics Line available languages,12,languages,2025.0,Governance,Ingredion 2024 Sustainability Report.pdf - page 58
Inclusion in Barron's 100 Most Sustainable US Companies list,1,inclusion,2024.0,Governance,Ingredion 2024 Sustainability Report.pdf - page 59
Collective bargaining agreements coverage,45,%,2024.0,Social,Ingredion 2024 Sustainability Report.pdf - page 64
Proportion of employees receiving anti-corruption training,100,%,2024.0,Governance,Ingredion 2024 Sustainability Report.pdf - page 66
Legal actions for anti-competitive behavior,0,count,2024.0,Governance,Ingredion 2024 Sustainability Report.pdf - page 66
Number of sites with zero-waste status,17,sites,2024.0,Environmental,Ingredion 2024 Sustainability Report.pdf - page 69
Percentage of women in total workforce,25.1,%,2023.0,Social,Ingredion 2024 Sustainability Report.pdf - page 72
Percentage of women at manager level and above,37.1,%,2023.0,Social,Ingredion 2024 Sustainability Report.pdf - page 72
Female representation on Board,40.0,%,2023.0,Social,Ingredion 2024 Sustainability Report.pdf - page 72
Issues related to collective bargaining rights at risk,0,instances,2024.0,Social,Ingredion 2024 Sustainability Report.pdf - page 73
Instances of child labor found during on-farm audits,0,instances,2024.0,Social,Ingredion 2024 Sustainability Report.pdf - page 73
Percentage of global crop sourcing from low child labor risk crops (corn and tapioca),98,%,2024.0,Social,Ingredion 2024 Sustainability Report.pdf - page 73
Incidents of violations involving rights of indigenous people,0,incidents,2024.0,Social,Ingredion 2024 Sustainability Report.pdf - page 74
Incidents of non-compliance concerning marketing communication,0,incidents,2024.0,Social,Ingredion 2024 Sustainability Report.pdf - page 75
Substantiated complaints concerning breaches of customer privacy and losses of customer data,0,complaints,2024.0,Social,Ingredion 2024 Sustainability Report.pdf - page 75
