metric_name,value,unit,year,category,source
America's Most Innovative Companies list,2023,list,2023,Governance,Cargill Impact Report - 2024.pdf - page 8
Fortune China ESG Impact list,2023,list,2023,Governance,Cargill Impact Report - 2024.pdf - page 8
BIG Sustainability Awards: Sustainability Leadership,received,award,2024,Environmental,Cargill Impact Report - 2024.pdf - page 8
BIG Sustainability Awards: Smart Transportation,received,award,2024,Environmental,Cargill Impact Report - 2024.pdf - page 8
BIG Sustainability Awards: Social & Cultural Impact,received,award,2024,Social,Cargill Impact Report - 2024.pdf - page 8
BIG Sustainability Awards: Health & Beauty Care Solutions,received,award,2024,Social,Cargill Impact Report - 2024.pdf - page 8
BIG Innovation Awards: New Innovations: Environmental Solutions,received,award,2024,Environmental,Cargill Impact Report - 2024.pdf - page 8
BIG Innovation Awards: New Innovations: Transportation,received,award,2024,Environmental,Cargill Impact Report - 2024.pdf - page 8
BIG Innovation Awards: New Innovations: WindWings®,received,award,2024,Environmental,Cargill Impact Report - 2024.pdf - page 8
Sustainability Service of the Year,received,award,2024,Environmental,Cargill Impact Report - 2024.pdf - page 8
Confederation of Indian Industry (CII) Food Safety Awards,significant achievement,recognition,2024,Social,Cargill Impact Report - 2024.pdf - page 8
GHG emissions reduction,,,,Environmental,Cargill Impact Report - 2024.pdf - page 10
Regenerative agriculture adoption,,,,Environmental,Cargill Impact Report - 2024.pdf - page 10
Double materiality assessment completion for CSRD-compliant ESG report,completing,,2026,Governance,Cargill Impact Report - 2024.pdf - page 11
Materiality assessment completion,completed,,2022,Governance,Cargill Impact Report - 2024.pdf - page 11
Priority focus areas for sustainability,"Climate, Land and Water, and People",,,Environmental,Cargill Impact Report - 2024.pdf - page 11
Absolute operational greenhouse gas (GHG) emissions reduction,15.8,%,2023,Environmental,Cargill Impact Report - 2024.pdf - page 12
Greenhouse gas (GHG) emissions from supply chain,670000,metric tons CO2e,2024,Environmental,Cargill Impact Report - 2024.pdf - page 12
Implementation of water stewardship practices across priority facilities,85,%,2024,Environmental,Cargill Impact Report - 2024.pdf - page 12
Progress toward enabling a water positive impact in priority regions,14.8,%,2024,Environmental,Cargill Impact Report - 2024.pdf - page 12
Farmer trainings in sustainable agricultural practices delivered,7200000,,2024,Social,Cargill Impact Report - 2024.pdf - page 12
People reached through nutrition and economic livelihoods programs,26900000,,2024,Social,Cargill Impact Report - 2024.pdf - page 12
Women in leadership roles,35.7,%,2024,Social,Cargill Impact Report - 2024.pdf - page 12
Investment in programs and projects advancing social and environmental impact priorities,130000000,$,2024,Social,Cargill Impact Report - 2024.pdf - page 12
Capital invested in efficiency and sustainability capital projects,100,million USD,2024,Environmental,Cargill Impact Report - 2024.pdf - page 13
Increase in contracted renewable energy capacity,42,%,2023,Environmental,Cargill Impact Report - 2024.pdf - page 13
Reduction in Scope 1 and 2 emissions,15.8,%,,Environmental,Cargill Impact Report - 2024.pdf - page 13
Absolute operational emissions reduction,10,%,2025,Environmental,Cargill Impact Report - 2024.pdf - page 14
Supply chain emissions reduction,30,%,2030,Environmental,Cargill Impact Report - 2024.pdf - page 14
Scope 1 and 2 emissions reduction,15.8,%,2023,Environmental,Cargill Impact Report - 2024.pdf - page 15
Renewable electricity capacity added,42,%,2023,Environmental,Cargill Impact Report - 2024.pdf - page 15
Total contracted renewable electricity capacity,716,megawatts,2023,Environmental,Cargill Impact Report - 2024.pdf - page 15
GHG emissions avoided from renewable electricity,908000,metric tons CO2e,2023,Environmental,Cargill Impact Report - 2024.pdf - page 15
GHG emissions reduction potential from methane capture project,105000,metric tons CO2e,2024,Environmental,Cargill Impact Report - 2024.pdf - page 15
Absolute operational GHG emissions reduction goal,10,%,2025,Environmental,Cargill Impact Report - 2024.pdf - page 15
Scope 1 and 2 emissions reduction progress,15.84,%,2023,Environmental,Cargill Impact Report - 2024.pdf - page 15
Employees participating in BRIDGE program,150,employees,2023,Social,Cargill Impact Report - 2024.pdf - page 16
Women served by BRIDGE program,550,women,,Social,Cargill Impact Report - 2024.pdf - page 16
Scholarships awarded by THRIVE program,760,scholarships,,Social,Cargill Impact Report - 2024.pdf - page 16
Total scholarship funding by THRIVE program,3,million USD,,Social,Cargill Impact Report - 2024.pdf - page 16
U.S. minority hires in University Intern and Associate roles,33,%,,Social,Cargill Impact Report - 2024.pdf - page 16
Scholarships to be distributed over the next three years by THRIVE,570,scholarships,,Social,Cargill Impact Report - 2024.pdf - page 16
Global Business Resource Groups engaged employees,thousands,employees,2024,Social,Cargill Impact Report - 2024.pdf - page 16
BRG chapters worldwide,85,chapters,2024,Social,Cargill Impact Report - 2024.pdf - page 16
Farmers completing Acres program,38,farmers,2024,Social,Cargill Impact Report - 2024.pdf - page 17
Facilities with gender-inclusive uniform options,91.4,%,2024,Social,Cargill Impact Report - 2024.pdf - page 17
Professional workforce with access to learning resources,100,%,2024,Social,Cargill Impact Report - 2024.pdf - page 17
Plant leaders trained,2800,leaders,2024,Social,Cargill Impact Report - 2024.pdf - page 18
Facilitators across countries provided training,19,countries,2024,Social,Cargill Impact Report - 2024.pdf - page 18
Participants who recommend the program,98,%,2024,Social,Cargill Impact Report - 2024.pdf - page 18
Compliance with local laws and respect for internationally recognized human rights,True,boolean,,Social,Cargill Impact Report - 2024.pdf - page 19
Signatory of the United Nations Global Compact,True,boolean,,Governance,Cargill Impact Report - 2024.pdf - page 19
Farmers trained on sustainable agricultural practices,7.2,million,,Social,Cargill Impact Report - 2024.pdf - page 20
Target for farmers trained on sustainable agricultural practices,10,million,2030,Social,Cargill Impact Report - 2024.pdf - page 20
People reached by Hatching Hope,26.9,million,,Social,Cargill Impact Report - 2024.pdf - page 21
Entrepreneurs provided with business and market support in East Africa,500,,,Social,Cargill Impact Report - 2024.pdf - page 21
"Rural farming households to gain access to high-quality poultry in Kenya, Rwanda, and Burundi",20000,,,Social,Cargill Impact Report - 2024.pdf - page 21
"Total beneficiaries from rural farming households in Kenya, Rwanda, and Burundi",100000,,,Social,Cargill Impact Report - 2024.pdf - page 21
Farmers trained,89000,farmers,2024,Social,Cargill Impact Report - 2024.pdf - page 22
Farmers trained and adopted new practices,84,%,2024,Social,Cargill Impact Report - 2024.pdf - page 22
Corn farmers supported,15000,farmers,2023,Social,Cargill Impact Report - 2024.pdf - page 23
Corn farmers supported,15000,farmers,,Social,Cargill Impact Report - 2024.pdf - page 23
Cooperatives and associations enlisted,8,cooperatives and associations,2023,Social,Cargill Impact Report - 2024.pdf - page 23
Filipinos consuming white corn,14000000,people,,Social,Cargill Impact Report - 2024.pdf - page 23
Farm households dependent on corn production,600000,households,,Social,Cargill Impact Report - 2024.pdf - page 23
Community contributions,130,million USD,,Social,Cargill Impact Report - 2024.pdf - page 24
Number of countries with community contributions,70,countries,,Social,Cargill Impact Report - 2024.pdf - page 24
People with increased food access,500000,people,,Social,Cargill Impact Report - 2024.pdf - page 24
Active employee-led Cargill Cares Councils,500,councils,,Social,Cargill Impact Report - 2024.pdf - page 24
people positively impacted by Earthworm partnership program,22000,people,2027,Social,Cargill Impact Report - 2024.pdf - page 25
Trees planted,75000,+,,Social,Cargill Impact Report - 2024.pdf - page 26
Employee volunteer hours,64000,+,,Social,Cargill Impact Report - 2024.pdf - page 26
Foundation contribution to close opportunity gap,100,million USD,past ten years,Social,Cargill Impact Report - 2024.pdf - page 26
Schools built by Cargill Cares Vietnam,114,schools,,Social,Cargill Impact Report - 2024.pdf - page 27
Children reached by Cargill Cares Vietnam schools,17000,children per year,,Social,Cargill Impact Report - 2024.pdf - page 27
Pledged by Cargill Foundation to Second Harvest Heartland,10,million USD,,Social,Cargill Impact Report - 2024.pdf - page 27
Target for cutting hunger in half for Minnesotans,2030,year,,Social,Cargill Impact Report - 2024.pdf - page 27
Target for schools built across Vietnam,150,schools,2030,Social,Cargill Impact Report - 2024.pdf - page 27
People with improved food security,500000,people,2024,Social,Cargill Impact Report - 2024.pdf - page 28
People benefited from Cargill employee volunteers,22000,people,2024,Social,Cargill Impact Report - 2024.pdf - page 28
Meals provided through corporate giving efforts,34000000,meals,2024,Social,Cargill Impact Report - 2024.pdf - page 28
Contribution to World Food Program USA and U.N. World Food Programme,30000000,USD,2001,Social,Cargill Impact Report - 2024.pdf - page 28
People reached through cash-based transfers in Cameroon,6000,people,,Social,Cargill Impact Report - 2024.pdf - page 29
Metric tons of wheat distributed in Ethiopia,1700,metric tons,,Social,Cargill Impact Report - 2024.pdf - page 29
People reached through food assistance in Egypt,9000,people,,Social,Cargill Impact Report - 2024.pdf - page 29
Food donated in Brazil,5,tons,,Social,Cargill Impact Report - 2024.pdf - page 29
People benefited from food drive after flooding in Brazil,17000,people,,Social,Cargill Impact Report - 2024.pdf - page 29
People positively impacted by partnership across 10 countries,480000,people,,Social,Cargill Impact Report - 2024.pdf - page 29
Impact Report Year,2024,year,2024,Governance,Cargill Impact Report - 2024.pdf - page 30
Scope 3 emissions from cocoa cultivation,66,%,,Environmental,Cargill Impact Report - 2024.pdf - page 31
Cocoa bean traceability,100,%,,Environmental,Cargill Impact Report - 2024.pdf - page 31
Multi-stakeholder partnerships,"Nurturing such collaborations is critical for the entire sector. As such, Cargill actively works with a wide range of multi-stakeholder initiatives.",,,Social,Cargill Impact Report - 2024.pdf - page 32
Cargill Cocoa Promise,Since 2012,,2012,Social,Cargill Impact Report - 2024.pdf - page 32
CO2 emissions reduction from renewable energy adoption,1.3,million metric tons,,Environmental,Cargill Impact Report - 2024.pdf - page 33
CO2 emissions reduction from cocoa shells as biofuel,290000,tCO2 eq,2047,Environmental,Cargill Impact Report - 2024.pdf - page 33
Number of farmers participating in agroforestry initiatives,9400,,,Environmental,Cargill Impact Report - 2024.pdf - page 33
Number of multi-purpose trees to be planted,1360000,,,Environmental,Cargill Impact Report - 2024.pdf - page 33
Scope 1 and 2 emissions reduction,,,,Environmental,Cargill Impact Report - 2024.pdf - page 33
GHG emissions from cocoa supply chain,83977,MT CO2e,2022,Environmental,Cargill Impact Report - 2024.pdf - page 34
GHG emissions from cocoa products (Promise Cocoa),516,MT CO2e,2022,Environmental,Cargill Impact Report - 2024.pdf - page 34
GHG emissions from non-promise cocoa,716,MT CO2e,2022,Environmental,Cargill Impact Report - 2024.pdf - page 34
Cocoa product volumes,23726,MT,2022,Environmental,Cargill Impact Report - 2024.pdf - page 34
Promise Cocoa volumes,10456,MT,2022,Environmental,Cargill Impact Report - 2024.pdf - page 34
Non-promise Cocoa volumes,13270,MT,2022,Environmental,Cargill Impact Report - 2024.pdf - page 34
GHG emissions from cocoa cultivation,42384,MT CO2e,2022,Environmental,Cargill Impact Report - 2024.pdf - page 34
GHG emissions from cocoa processing,28371,MT CO2e,2022,Environmental,Cargill Impact Report - 2024.pdf - page 34
GHG emissions from downstream processing,7353,MT CO2e,2022,Environmental,Cargill Impact Report - 2024.pdf - page 34
GHG emissions from cocoa cultivation (Promise Cocoa),2668,MT CO2e,2022,Environmental,Cargill Impact Report - 2024.pdf - page 34
Farmers polygon mapped and monitored for deforestation risk,92,%,2024,Environmental,Cargill Impact Report - 2024.pdf - page 35
Mapped cocoa plots in West Africa showing no primary forest loss since 2014,99,%,2024,Environmental,Cargill Impact Report - 2024.pdf - page 35
sustainable cocoa volumes sold,54,%,,Environmental,Cargill Impact Report - 2024.pdf - page 36
cocoa in our direct supply chain traceable to the first point of purchase,100,%,,Environmental,Cargill Impact Report - 2024.pdf - page 36
farmers delivering volume through digital First Mile Traceability within the Promise supply chain,76.6,%,,Environmental,Cargill Impact Report - 2024.pdf - page 36
clean cookstoves built,310,,,Social,Cargill Impact Report - 2024.pdf - page 36
hectares of land to restore with cocoa trees in Brazil,3000,hectares,,Environmental,Cargill Impact Report - 2024.pdf - page 36
hectares of cocoa to plant in Brazil,2550,hectares,,Environmental,Cargill Impact Report - 2024.pdf - page 36
hectares of forest to plant in Brazil,450,hectares,,Environmental,Cargill Impact Report - 2024.pdf - page 36
People benefited from improved WASH access,95800,people,2024,Social,Cargill Impact Report - 2024.pdf - page 37
Farmers in our direct supply chain trained on water management and conservation,100,%,2024,Environmental,Cargill Impact Report - 2024.pdf - page 37
Water facilities and boreholes established in West Africa,27,facilities/boreholes,2024,Social,Cargill Impact Report - 2024.pdf - page 37
Cocoa seedlings distributed,850000,seedlings,,Environmental,Cargill Impact Report - 2024.pdf - page 38
Farmers receiving 1-1 coaching,100,%,,Social,Cargill Impact Report - 2024.pdf - page 38
Farmers in cooperative-led pruning groups,,farmers,,Social,Cargill Impact Report - 2024.pdf - page 38
Farmers benefiting from pruning groups (Ferrero customer),285,farmers,,Social,Cargill Impact Report - 2024.pdf - page 38
cocoa farming households enabled to close or significantly reduce living income gap,25000,households,2025,Social,Cargill Impact Report - 2024.pdf - page 39
cocoa farming households analyzed,90000,households,,Social,Cargill Impact Report - 2024.pdf - page 39
Living Income Partnership,IDH,,,Social,Cargill Impact Report - 2024.pdf - page 39
Cocoa Soils initiative funder and participant,True,,2018,Social,Cargill Impact Report - 2024.pdf - page 39
Households engaged in income diversification and entrepreneurship program,8800,households,2023,Social,Cargill Impact Report - 2024.pdf - page 40
Women's groups receiving grants for business and infrastructure growth,23,groups,,Social,Cargill Impact Report - 2024.pdf - page 40
Value of grants received by women's groups,17000,USD,,Social,Cargill Impact Report - 2024.pdf - page 40
Capacity of solar dryers,500,kg/day,,Social,Cargill Impact Report - 2024.pdf - page 40
Increase in cocoa production in IAP program,32,%,,Social,Cargill Impact Report - 2024.pdf - page 40
Increase in net income from cocoa and non-cocoa for IAP households,38,%,,Social,Cargill Impact Report - 2024.pdf - page 40
Cocoa farmers receiving healthcare services,5500,farmers,,Social,Cargill Impact Report - 2024.pdf - page 40
Displaced people in Cameroon receiving cash-based transfers,6000,people,,Social,Cargill Impact Report - 2024.pdf - page 40
Families receiving monthly cash-based support,1000,families,,Social,Cargill Impact Report - 2024.pdf - page 40
Members of Village Savings and Loan groups in West Africa,41500,members,,Social,Cargill Impact Report - 2024.pdf - page 40
teachers trained in evidence-based teaching practices,7000,teachers,,Social,Cargill Impact Report - 2024.pdf - page 41
birth certificates secured for children in cocoa-growing families,101100,birth certificates,,Social,Cargill Impact Report - 2024.pdf - page 41
farmers monitored through CLMRS or comparable due diligence system,1900,farmers,,Social,Cargill Impact Report - 2024.pdf - page 41
schools and classrooms built or renovated,65,schools and classrooms,,Social,Cargill Impact Report - 2024.pdf - page 41
Year of report,2024,year,2024,Governance,Cargill Impact Report - 2024.pdf - page 43
refineries,9,,,Environmental,Cargill Impact Report - 2024.pdf - page 45
mills,3,,,Environmental,Cargill Impact Report - 2024.pdf - page 45
kernel plantations,9,,,Environmental,Cargill Impact Report - 2024.pdf - page 45
crush plants,19,,,Environmental,Cargill Impact Report - 2024.pdf - page 45
smallholders,26400,,,Social,Cargill Impact Report - 2024.pdf - page 45
hectares of land,51500,,,Environmental,Cargill Impact Report - 2024.pdf - page 45
startups supported by Sustainable Soy in the Cerrado program,28,startups,2021,Environmental,Cargill Impact Report - 2024.pdf - page 46
startups supported by Sustainable Soy in the Cerrado program,28,startups,2022,Environmental,Cargill Impact Report - 2024.pdf - page 46
startups supported by Sustainable Soy in the Cerrado program,28,startups,2023,Environmental,Cargill Impact Report - 2024.pdf - page 46
farms participating in PRIAS project,43,farms,,Environmental,Cargill Impact Report - 2024.pdf - page 46
hectares of production in PRIAS project,120000,hectares,,Environmental,Cargill Impact Report - 2024.pdf - page 46
pilot plots in PRIAS project,400,hectares,,Environmental,Cargill Impact Report - 2024.pdf - page 46
farms covered by carbon and biodiversity monitoring project,34,farms,,Environmental,Cargill Impact Report - 2024.pdf - page 46
hectares covered by carbon and biodiversity monitoring project,154000,hectares,,Environmental,Cargill Impact Report - 2024.pdf - page 46
Soy farmers meeting 3S program requirements,2008,year,,Environmental,Cargill Impact Report - 2024.pdf - page 47
Indirect suppliers engaged in Bolivia and Brazil,,number,,Social,Cargill Impact Report - 2024.pdf - page 47
Hectares signed up in Farmer First Clusters,200000,hectares,,Environmental,Cargill Impact Report - 2024.pdf - page 47
Hectares monitored across South America,4.25,million hectares,,Environmental,Cargill Impact Report - 2024.pdf - page 47
Scope 1 GHG emissions,,,2023,Environmental,Cargill Impact Report - 2024.pdf - page 49
Scope 2 GHG emissions,,,2023,Environmental,Cargill Impact Report - 2024.pdf - page 49
Scope 3 GHG emissions,,,2023,Environmental,Cargill Impact Report - 2024.pdf - page 49
Scope 1 GHG emissions,,,,Environmental,Cargill Impact Report - 2024.pdf - page 50
Scope 2 GHG emissions,,,,Environmental,Cargill Impact Report - 2024.pdf - page 50
Scope 3 GHG emissions,,,,Environmental,Cargill Impact Report - 2024.pdf - page 50
Scope 1 emissions,6390000,Metric tons (t) CO -e,2024,Environmental,Cargill Impact Report - 2024.pdf - page 51
CO2 Scope 1 emissions,6250000,Metric tons (t) CO -e,2024,Environmental,Cargill Impact Report - 2024.pdf - page 51
CH4 Scope 1 emissions,24100,Metric tons (t) CO -e,2024,Environmental,Cargill Impact Report - 2024.pdf - page 51
N2O Scope 1 emissions,117800,Metric tons (t) CO -e,2024,Environmental,Cargill Impact Report - 2024.pdf - page 51
Operational energy consumed,181000000,Gigajoules (GJ),2024,Environmental,Cargill Impact Report - 2024.pdf - page 51
Percentage grid electricity,18,Percentage (%),2024,Environmental,Cargill Impact Report - 2024.pdf - page 51
Percentage renewable,20,Percentage (%),2024,Environmental,Cargill Impact Report - 2024.pdf - page 51
Total water withdrawn,322000,Thousand cubic meters (m3),2024,Environmental,Cargill Impact Report - 2024.pdf - page 51
"Total water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",65500,Percentage (%),2024,Environmental,Cargill Impact Report - 2024.pdf - page 51
"Number of incidents of noncompliance associated with water quantity and/or quality permits, standards, and regulations",18,incidents that resulted in a fine,2024,Environmental,Cargill Impact Report - 2024.pdf - page 51
Global Food Safety Initiative (GFSI) audit: non-conformance rate,3.59,Rate,2024,Social,Cargill Impact Report - 2024.pdf - page 52
Global Food Safety Initiative (GFSI) audit: associated corrective action rate for major non-conformances,2.87,Rate,2024,Social,Cargill Impact Report - 2024.pdf - page 52
Global Food Safety Initiative (GFSI) audit: associated corrective action rate for minor non-conformances,1.98,Rate,2024,Social,Cargill Impact Report - 2024.pdf - page 52
Percentage of agricultural products sourced from suppliers certified to a Global Food Safety Initiative (GFSI) recognized food safety certification program,NA,% by cost,2024,Social,Cargill Impact Report - 2024.pdf - page 52
Number of recalls issued,3,Number,2024,Social,Cargill Impact Report - 2024.pdf - page 52
Total amount of food product recalled,9.13,MT,2024,Social,Cargill Impact Report - 2024.pdf - page 52
Total recordable incident rate (TRIR) - Workforce Health and Safety,1.35,Reportable Injury Frequency Rate,2024,Social,Cargill Impact Report - 2024.pdf - page 52
Percentage of agricultural products sourced that are certified to a third-party environmental and/or social standard (Palm),28,% by cost,2024,Environmental,Cargill Impact Report - 2024.pdf - page 52
Percentage of agricultural products sourced that are certified to a third-party environmental and/or social standard (Soy),8.5,% by cost,2024,Environmental,Cargill Impact Report - 2024.pdf - page 52
Percentage of agricultural products sourced that are certified to a third-party environmental and/or social standard (Cocoa),50,% by cost,2024,Environmental,Cargill Impact Report - 2024.pdf - page 52
Suppliers’ social and environmental responsibility audit: non-conformance rate,NA,Rate,2024,Social,Cargill Impact Report - 2024.pdf - page 52
Suppliers’ social and environmental responsibility audit: associated corrective action rate for major non-conformances,NA,Rate,2024,Social,Cargill Impact Report - 2024.pdf - page 52
Suppliers’ social and environmental responsibility audit: associated corrective action rate for minor non-conformances,NA,Rate,2024,Social,Cargill Impact Report - 2024.pdf - page 52
Discussion of strategy to manage environmental and social risks arising from contract growing and commodity sourcing,NA,N/A,2024,Environmental,Cargill Impact Report - 2024.pdf - page 52
Discussion of strategies to manage the use of genetically modified organisms (GMOs),NA,N/A,2024,Environmental,Cargill Impact Report - 2024.pdf - page 52
Percentage of agricultural products sourced from regions with High or Extremely High Baseline Water Stress - Maize/Corn,11-25,%,2024,Environmental,Cargill Impact Report - 2024.pdf - page 53
Percentage of agricultural products sourced from regions with High or Extremely High Baseline Water Stress - Soy,11-25,%,2024,Environmental,Cargill Impact Report - 2024.pdf - page 53
Percentage of agricultural products sourced from regions with High or Extremely High Baseline Water Stress - Cocoa,<1,%,2024,Environmental,Cargill Impact Report - 2024.pdf - page 53
Percentage of agricultural products sourced from regions with High or Extremely High Baseline Water Stress - Cattle products,26-50,%,2024,Environmental,Cargill Impact Report - 2024.pdf - page 53
Percentage of agricultural products sourced from regions with High or Extremely High Baseline Water Stress - Palm oil,0,%,2024,Environmental,Cargill Impact Report - 2024.pdf - page 53
Total FFB volume produced by estates managed or controlled by your company,107000,Metric tons (t),2024,Environmental,Cargill Impact Report - 2024.pdf - page 53
Number of processing facilities included in our GHG emissions reporting,640,Number,2024,Environmental,Cargill Impact Report - 2024.pdf - page 53
Total land controlled or managed for oil palm cultivation — planted and infrastructure,83114.24,hectares,2024,Environmental,Cargill Impact Report - 2024.pdf - page 53
Percentage of beef animals free from close confinement,77.7,%,2024,Social,Cargill Impact Report - 2024.pdf - page 54
